ChannelID;ChannelName;LogoUri;StreamUri;
1;France 24;https://upload.wikimedia.org/wikipedia/en/thumb/6/65/FRANCE_24_logo.svg/1024px-FRANCE_24_logo.svg.png;http://f24hls-i.akamaihd.net/hls/live/221192-b/F24_FR_LO_HLS/master_1200.m3u8;
